,STATION,DATE,DAILY_ENTRIES,day_of_week
5711,BUHRE AV,08/18/2019,1749.0,Sunday
5712,BUHRE AV,08/19/2019,1288.0,Monday
5713,BUHRE AV,08/20/2019,3443.0,Tuesday
5714,BUHRE AV,08/21/2019,3455.0,Wednesday
5715,BUHRE AV,08/22/2019,3445.0,Thursday
5716,BUHRE AV,08/23/2019,3518.0,Friday
5717,BUHRE AV,08/24/2019,3341.0,Saturday
5718,BUHRE AV,08/25/2019,1805.0,Sunday
5719,BUHRE AV,08/26/2019,1254.0,Monday
5720,BUHRE AV,08/27/2019,3437.0,Tuesday
5721,BUHRE AV,08/28/2019,3670.0,Wednesday
5722,BUHRE AV,08/29/2019,3532.0,Thursday
5723,BUHRE AV,08/30/2019,3540.0,Friday
5724,BUHRE AV,08/31/2019,3640.0,Saturday
5725,BUHRE AV,09/01/2019,1217.0,Sunday
5726,BUHRE AV,09/02/2019,867.0,Monday
5727,BUHRE AV,09/03/2019,885.0,Tuesday
5728,BUHRE AV,09/04/2019,3817.0,Wednesday
5729,BUHRE AV,09/05/2019,3841.0,Thursday
5730,BUHRE AV,09/06/2019,4078.0,Friday
5731,BUHRE AV,09/07/2019,4073.0,Saturday
5732,BUHRE AV,09/08/2019,1547.0,Sunday
5733,BUHRE AV,09/09/2019,1000.0,Monday
5734,BUHRE AV,09/10/2019,4186.0,Tuesday
5735,BUHRE AV,09/11/2019,4319.0,Wednesday
5736,BUHRE AV,09/12/2019,4241.0,Thursday
5737,BUHRE AV,09/13/2019,4236.0,Friday
5738,BUHRE AV,09/14/2019,4584.0,Saturday
5739,BUHRE AV,09/15/2019,1830.0,Sunday
5740,BUHRE AV,09/16/2019,1367.0,Monday
5741,BUHRE AV,09/17/2019,4208.0,Tuesday
5742,BUHRE AV,09/18/2019,4394.0,Wednesday
5743,BUHRE AV,09/19/2019,4302.0,Thursday
5744,BUHRE AV,09/20/2019,4404.0,Friday
5745,BURKE AV,08/18/2019,1871.0,Sunday
5746,BURKE AV,08/19/2019,1422.0,Monday
5747,BURKE AV,08/20/2019,2882.0,Tuesday
5748,BURKE AV,08/21/2019,2859.0,Wednesday
5749,BURKE AV,08/22/2019,2871.0,Thursday
5750,BURKE AV,08/23/2019,2850.0,Friday
5751,BURKE AV,08/24/2019,2889.0,Saturday
5752,BURKE AV,08/25/2019,1831.0,Sunday
5753,BURKE AV,08/26/2019,1391.0,Monday
5754,BURKE AV,08/27/2019,2848.0,Tuesday
5755,BURKE AV,08/28/2019,3090.0,Wednesday
5756,BURKE AV,08/29/2019,3027.0,Thursday
5757,BURKE AV,08/30/2019,3181.0,Friday
5758,BURKE AV,08/31/2019,3085.0,Saturday
5759,BURKE AV,09/01/2019,1612.0,Sunday
5760,BURKE AV,09/02/2019,1169.0,Monday
5761,BURKE AV,09/03/2019,1489.0,Tuesday
5762,BURKE AV,09/04/2019,3062.0,Wednesday
5763,BURKE AV,09/05/2019,3216.0,Thursday
5764,BURKE AV,09/06/2019,3308.0,Friday
5765,BURKE AV,09/07/2019,3480.0,Saturday
5766,BURKE AV,09/08/2019,1859.0,Sunday
5767,BURKE AV,09/09/2019,1411.0,Monday
5768,BURKE AV,09/10/2019,3547.0,Tuesday
5769,BURKE AV,09/11/2019,3612.0,Wednesday
5770,BURKE AV,09/12/2019,3609.0,Thursday
5771,BURKE AV,09/13/2019,3567.0,Friday
5772,BURKE AV,09/14/2019,3670.0,Saturday
5773,BURKE AV,09/15/2019,1883.0,Sunday
5774,BURKE AV,09/16/2019,1476.0,Monday
5775,BURKE AV,09/17/2019,3531.0,Tuesday
5776,BURKE AV,09/18/2019,3667.0,Wednesday
5777,BURKE AV,09/19/2019,3679.0,Thursday
5778,BURKE AV,09/20/2019,3708.0,Friday
5779,BURNSIDE AV,08/18/2019,5972.0,Sunday
5780,BURNSIDE AV,08/19/2019,4299.0,Monday
5781,BURNSIDE AV,08/20/2019,8490.0,Tuesday
5782,BURNSIDE AV,08/21/2019,8762.0,Wednesday
5783,BURNSIDE AV,08/22/2019,8703.0,Thursday
5784,BURNSIDE AV,08/23/2019,8735.0,Friday
5785,BURNSIDE AV,08/24/2019,8689.0,Saturday
5786,BURNSIDE AV,08/25/2019,6093.0,Sunday
5787,BURNSIDE AV,08/26/2019,4444.0,Monday
5788,BURNSIDE AV,08/27/2019,8801.0,Tuesday
5789,BURNSIDE AV,08/28/2019,10096.0,Wednesday
5790,BURNSIDE AV,08/29/2019,9886.0,Thursday
5791,BURNSIDE AV,08/30/2019,10394.0,Friday
5792,BURNSIDE AV,08/31/2019,9402.0,Saturday
5793,BURNSIDE AV,09/01/2019,6217.0,Sunday
5794,BURNSIDE AV,09/02/2019,4859.0,Monday
5795,BURNSIDE AV,09/03/2019,4688.0,Tuesday
5796,BURNSIDE AV,09/04/2019,10541.0,Wednesday
5797,BURNSIDE AV,09/05/2019,10590.0,Thursday
5798,BURNSIDE AV,09/06/2019,10911.0,Friday
5799,BURNSIDE AV,09/07/2019,10163.0,Saturday
5800,BURNSIDE AV,09/08/2019,6529.0,Sunday
5801,BURNSIDE AV,09/09/2019,4718.0,Monday
5802,BURNSIDE AV,09/10/2019,11433.0,Tuesday
5803,BURNSIDE AV,09/11/2019,11525.0,Wednesday
5804,BURNSIDE AV,09/12/2019,11687.0,Thursday
5805,BURNSIDE AV,09/13/2019,11337.0,Friday
5806,BURNSIDE AV,09/14/2019,10875.0,Saturday
5807,BURNSIDE AV,09/15/2019,6495.0,Sunday
5808,BURNSIDE AV,09/16/2019,5110.0,Monday
5809,BURNSIDE AV,09/17/2019,11450.0,Tuesday
5810,BURNSIDE AV,09/18/2019,11613.0,Wednesday
5811,BURNSIDE AV,09/19/2019,11758.0,Thursday
5812,BURNSIDE AV,09/20/2019,11573.0,Friday
5813,BUSHWICK AV,08/18/2019,995.0,Sunday
5814,BUSHWICK AV,08/19/2019,809.0,Monday
5815,BUSHWICK AV,08/20/2019,1760.0,Tuesday
5816,BUSHWICK AV,08/21/2019,1798.0,Wednesday
5817,BUSHWICK AV,08/22/2019,1893.0,Thursday
5818,BUSHWICK AV,08/23/2019,1875.0,Friday
5819,BUSHWICK AV,08/24/2019,1927.0,Saturday
5820,BUSHWICK AV,08/25/2019,1094.0,Sunday
5821,BUSHWICK AV,08/26/2019,813.0,Monday
5822,BUSHWICK AV,08/27/2019,1733.0,Tuesday
5823,BUSHWICK AV,08/28/2019,1887.0,Wednesday
5824,BUSHWICK AV,08/29/2019,1864.0,Thursday
5825,BUSHWICK AV,08/30/2019,1938.0,Friday
5826,BUSHWICK AV,08/31/2019,1923.0,Saturday
5827,BUSHWICK AV,09/01/2019,1054.0,Sunday
5828,BUSHWICK AV,09/02/2019,810.0,Monday
5829,BUSHWICK AV,09/03/2019,812.0,Tuesday
5830,BUSHWICK AV,09/04/2019,1959.0,Wednesday
5831,BUSHWICK AV,09/05/2019,2054.0,Thursday
5832,BUSHWICK AV,09/06/2019,2212.0,Friday
5833,BUSHWICK AV,09/07/2019,2196.0,Saturday
5834,BUSHWICK AV,09/08/2019,1183.0,Sunday
5835,BUSHWICK AV,09/09/2019,938.0,Monday
5836,BUSHWICK AV,09/10/2019,2135.0,Tuesday
5837,BUSHWICK AV,09/11/2019,2219.0,Wednesday
5838,BUSHWICK AV,09/12/2019,2249.0,Thursday
5839,BUSHWICK AV,09/13/2019,2290.0,Friday
5840,BUSHWICK AV,09/14/2019,2356.0,Saturday
5841,BUSHWICK AV,09/15/2019,1.0,Sunday
5842,BUSHWICK AV,09/16/2019,0.0,Monday
5843,BUSHWICK AV,09/17/2019,1989.0,Tuesday
5844,BUSHWICK AV,09/18/2019,2293.0,Wednesday
5845,BUSHWICK AV,09/19/2019,2244.0,Thursday
5846,BUSHWICK AV,09/20/2019,2226.0,Friday
5847,CANAL ST,08/18/2019,48397.0,Sunday
5848,CANAL ST,08/19/2019,37551.0,Monday
5849,CANAL ST,08/20/2019,70400.0,Tuesday
5850,CANAL ST,08/21/2019,72774.0,Wednesday
5851,CANAL ST,08/22/2019,71551.0,Thursday
5852,CANAL ST,08/23/2019,72553.0,Friday
5853,CANAL ST,08/24/2019,71634.0,Saturday
5854,CANAL ST,08/25/2019,48008.0,Sunday
5855,CANAL ST,08/26/2019,39488.0,Monday
5856,CANAL ST,08/27/2019,69559.0,Tuesday
5857,CANAL ST,08/28/2019,72439.0,Wednesday
5858,CANAL ST,08/29/2019,71284.0,Thursday
5859,CANAL ST,08/30/2019,72303.0,Friday
5860,CANAL ST,08/31/2019,68719.0,Saturday
5861,CANAL ST,09/01/2019,48664.0,Sunday
5862,CANAL ST,09/02/2019,41756.0,Monday
5863,CANAL ST,09/03/2019,32429.0,Tuesday
5864,CANAL ST,09/04/2019,72811.0,Wednesday
5865,CANAL ST,09/05/2019,74875.0,Thursday
5866,CANAL ST,09/06/2019,78990.0,Friday
5867,CANAL ST,09/07/2019,79030.0,Saturday
5868,CANAL ST,09/08/2019,54459.0,Sunday
5869,CANAL ST,09/09/2019,42528.0,Monday
5870,CANAL ST,09/10/2019,77442.0,Tuesday
5871,CANAL ST,09/11/2019,80096.0,Wednesday
5872,CANAL ST,09/12/2019,80285.0,Thursday
5873,CANAL ST,09/13/2019,81452.0,Friday
5874,CANAL ST,09/14/2019,88354.0,Saturday
5875,CANAL ST,09/15/2019,61857.0,Sunday
5876,CANAL ST,09/16/2019,48973.0,Monday
5877,CANAL ST,09/17/2019,76695.0,Tuesday
5878,CANAL ST,09/18/2019,80994.0,Wednesday
5879,CANAL ST,09/19/2019,81531.0,Thursday
5880,CANAL ST,09/20/2019,83619.0,Friday
5881,CANARSIE-ROCKAW,08/18/2019,5400.0,Sunday
5882,CANARSIE-ROCKAW,08/19/2019,4397.0,Monday
5883,CANARSIE-ROCKAW,08/20/2019,10481.0,Tuesday
5884,CANARSIE-ROCKAW,08/21/2019,10732.0,Wednesday
5885,CANARSIE-ROCKAW,08/22/2019,10613.0,Thursday
5886,CANARSIE-ROCKAW,08/23/2019,10789.0,Friday
5887,CANARSIE-ROCKAW,08/24/2019,10728.0,Saturday
5888,CANARSIE-ROCKAW,08/25/2019,5596.0,Sunday
5889,CANARSIE-ROCKAW,08/26/2019,4505.0,Monday
5890,CANARSIE-ROCKAW,08/27/2019,10676.0,Tuesday
5891,CANARSIE-ROCKAW,08/28/2019,11347.0,Wednesday
5892,CANARSIE-ROCKAW,08/29/2019,11151.0,Thursday
5893,CANARSIE-ROCKAW,08/30/2019,11416.0,Friday
5894,CANARSIE-ROCKAW,08/31/2019,11005.0,Saturday
5895,CANARSIE-ROCKAW,09/01/2019,5729.0,Sunday
5896,CANARSIE-ROCKAW,09/02/2019,4438.0,Monday
5897,CANARSIE-ROCKAW,09/03/2019,4562.0,Tuesday
5898,CANARSIE-ROCKAW,09/04/2019,11301.0,Wednesday
5899,CANARSIE-ROCKAW,09/05/2019,11677.0,Thursday
5900,CANARSIE-ROCKAW,09/06/2019,12282.0,Friday
5901,CANARSIE-ROCKAW,09/07/2019,11802.0,Saturday
5902,CANARSIE-ROCKAW,09/08/2019,5742.0,Sunday
5903,CANARSIE-ROCKAW,09/09/2019,4496.0,Monday
5904,CANARSIE-ROCKAW,09/10/2019,12332.0,Tuesday
5905,CANARSIE-ROCKAW,09/11/2019,12832.0,Wednesday
5906,CANARSIE-ROCKAW,09/12/2019,12798.0,Thursday
5907,CANARSIE-ROCKAW,09/13/2019,12759.0,Friday
5908,CANARSIE-ROCKAW,09/14/2019,12904.0,Saturday
5909,CANARSIE-ROCKAW,09/15/2019,4824.0,Sunday
5910,CANARSIE-ROCKAW,09/16/2019,3878.0,Monday
5911,CANARSIE-ROCKAW,09/17/2019,12481.0,Tuesday
5912,CANARSIE-ROCKAW,09/18/2019,12774.0,Wednesday
5913,CANARSIE-ROCKAW,09/19/2019,12591.0,Thursday
5914,CANARSIE-ROCKAW,09/20/2019,12552.0,Friday
5915,CARROLL ST,08/18/2019,5987.0,Sunday
5916,CARROLL ST,08/19/2019,4285.0,Monday
5917,CARROLL ST,08/20/2019,9490.0,Tuesday
5918,CARROLL ST,08/21/2019,10169.0,Wednesday
5919,CARROLL ST,08/22/2019,10202.0,Thursday
5920,CARROLL ST,08/23/2019,10334.0,Friday
5921,CARROLL ST,08/24/2019,9696.0,Saturday
5922,CARROLL ST,08/25/2019,5994.0,Sunday
5923,CARROLL ST,08/26/2019,4421.0,Monday
5924,CARROLL ST,08/27/2019,9600.0,Tuesday
5925,CARROLL ST,08/28/2019,10210.0,Wednesday
5926,CARROLL ST,08/29/2019,10492.0,Thursday
5927,CARROLL ST,08/30/2019,10471.0,Friday
5928,CARROLL ST,08/31/2019,9169.0,Saturday
5929,CARROLL ST,09/01/2019,5134.0,Sunday
5930,CARROLL ST,09/02/2019,4370.0,Monday
5931,CARROLL ST,09/03/2019,3533.0,Tuesday
5932,CARROLL ST,09/04/2019,10826.0,Wednesday
5933,CARROLL ST,09/05/2019,11876.0,Thursday
5934,CARROLL ST,09/06/2019,12960.0,Friday
5935,CARROLL ST,09/07/2019,12662.0,Saturday
5936,CARROLL ST,09/08/2019,7679.0,Sunday
5937,CARROLL ST,09/09/2019,5295.0,Monday
5938,CARROLL ST,09/10/2019,12499.0,Tuesday
5939,CARROLL ST,09/11/2019,13101.0,Wednesday
5940,CARROLL ST,09/12/2019,13108.0,Thursday
5941,CARROLL ST,09/13/2019,13276.0,Friday
5942,CARROLL ST,09/14/2019,13072.0,Saturday
5943,CARROLL ST,09/15/2019,6937.0,Sunday
5944,CARROLL ST,09/16/2019,5232.0,Monday
5945,CARROLL ST,09/17/2019,12531.0,Tuesday
5946,CARROLL ST,09/18/2019,13050.0,Wednesday
5947,CARROLL ST,09/19/2019,13171.0,Thursday
5948,CARROLL ST,09/20/2019,13216.0,Friday
5949,CASTLE HILL AV,08/18/2019,3583.0,Sunday
5950,CASTLE HILL AV,08/19/2019,2667.0,Monday
5951,CASTLE HILL AV,08/20/2019,5765.0,Tuesday
5952,CASTLE HILL AV,08/21/2019,5962.0,Wednesday
5953,CASTLE HILL AV,08/22/2019,5922.0,Thursday
5954,CASTLE HILL AV,08/23/2019,5888.0,Friday
5955,CASTLE HILL AV,08/24/2019,5889.0,Saturday
5956,CASTLE HILL AV,08/25/2019,3601.0,Sunday
5957,CASTLE HILL AV,08/26/2019,2774.0,Monday
5958,CASTLE HILL AV,08/27/2019,5774.0,Tuesday
5959,CASTLE HILL AV,08/28/2019,6080.0,Wednesday
5960,CASTLE HILL AV,08/29/2019,5172.0,Thursday
5961,CASTLE HILL AV,08/30/2019,5357.0,Friday
5962,CASTLE HILL AV,08/31/2019,5152.0,Saturday
5963,CASTLE HILL AV,09/01/2019,1594.0,Sunday
5964,CASTLE HILL AV,09/02/2019,1069.0,Monday
5965,CASTLE HILL AV,09/03/2019,1070.0,Tuesday
5966,CASTLE HILL AV,09/04/2019,6190.0,Wednesday
5967,CASTLE HILL AV,09/05/2019,6331.0,Thursday
5968,CASTLE HILL AV,09/06/2019,6642.0,Friday
5969,CASTLE HILL AV,09/07/2019,6892.0,Saturday
5970,CASTLE HILL AV,09/08/2019,3021.0,Sunday
5971,CASTLE HILL AV,09/09/2019,2028.0,Monday
5972,CASTLE HILL AV,09/10/2019,6898.0,Tuesday
5973,CASTLE HILL AV,09/11/2019,7109.0,Wednesday
5974,CASTLE HILL AV,09/12/2019,7227.0,Thursday
5975,CASTLE HILL AV,09/13/2019,7079.0,Friday
5976,CASTLE HILL AV,09/14/2019,7333.0,Saturday
5977,CASTLE HILL AV,09/15/2019,3702.0,Sunday
5978,CASTLE HILL AV,09/16/2019,2636.0,Monday
5979,CASTLE HILL AV,09/17/2019,7040.0,Tuesday
5980,CASTLE HILL AV,09/18/2019,7307.0,Wednesday
5981,CASTLE HILL AV,09/19/2019,7346.0,Thursday
5982,CASTLE HILL AV,09/20/2019,7336.0,Friday
5983,CATHEDRAL PKWY,08/18/2019,17227.0,Sunday
5984,CATHEDRAL PKWY,08/19/2019,12697.0,Monday
5985,CATHEDRAL PKWY,08/20/2019,15953.0,Tuesday
5986,CATHEDRAL PKWY,08/21/2019,16940.0,Wednesday
5987,CATHEDRAL PKWY,08/22/2019,16493.0,Thursday
5988,CATHEDRAL PKWY,08/23/2019,16889.0,Friday
5989,CATHEDRAL PKWY,08/24/2019,17017.0,Saturday
5990,CATHEDRAL PKWY,08/25/2019,10556.0,Sunday
5991,CATHEDRAL PKWY,08/26/2019,10222.0,Monday
5992,CATHEDRAL PKWY,08/27/2019,16330.0,Tuesday
5993,CATHEDRAL PKWY,08/28/2019,16741.0,Wednesday
5994,CATHEDRAL PKWY,08/29/2019,16964.0,Thursday
5995,CATHEDRAL PKWY,08/30/2019,17515.0,Friday
5996,CATHEDRAL PKWY,08/31/2019,17854.0,Saturday
5997,CATHEDRAL PKWY,09/01/2019,12622.0,Sunday
5998,CATHEDRAL PKWY,09/02/2019,11958.0,Monday
5999,CATHEDRAL PKWY,09/03/2019,9995.0,Tuesday
6000,CATHEDRAL PKWY,09/04/2019,17921.0,Wednesday
6001,CATHEDRAL PKWY,09/05/2019,18786.0,Thursday
6002,CATHEDRAL PKWY,09/06/2019,20665.0,Friday
6003,CATHEDRAL PKWY,09/07/2019,21619.0,Saturday
6004,CATHEDRAL PKWY,09/08/2019,14386.0,Sunday
6005,CATHEDRAL PKWY,09/09/2019,11076.0,Monday
6006,CATHEDRAL PKWY,09/10/2019,19713.0,Tuesday
6007,CATHEDRAL PKWY,09/11/2019,20604.0,Wednesday
6008,CATHEDRAL PKWY,09/12/2019,20805.0,Thursday
6009,CATHEDRAL PKWY,09/13/2019,21022.0,Friday
6010,CATHEDRAL PKWY,09/14/2019,22787.0,Saturday
6011,CATHEDRAL PKWY,09/15/2019,13847.0,Sunday
6012,CATHEDRAL PKWY,09/16/2019,11715.0,Monday
6013,CATHEDRAL PKWY,09/17/2019,19607.0,Tuesday
6014,CATHEDRAL PKWY,09/18/2019,20900.0,Wednesday
6015,CATHEDRAL PKWY,09/19/2019,20802.0,Thursday
6016,CATHEDRAL PKWY,09/20/2019,21347.0,Friday
6017,CENTRAL AV,08/18/2019,3775.0,Sunday
6018,CENTRAL AV,08/19/2019,3023.0,Monday
6019,CENTRAL AV,08/20/2019,4345.0,Tuesday
6020,CENTRAL AV,08/21/2019,4362.0,Wednesday
6021,CENTRAL AV,08/22/2019,4521.0,Thursday
6022,CENTRAL AV,08/23/2019,4456.0,Friday
6023,CENTRAL AV,08/24/2019,4504.0,Saturday
6024,CENTRAL AV,08/25/2019,3890.0,Sunday
6025,CENTRAL AV,08/26/2019,2983.0,Monday
6026,CENTRAL AV,08/27/2019,4291.0,Tuesday
6027,CENTRAL AV,08/28/2019,4458.0,Wednesday
6028,CENTRAL AV,08/29/2019,4533.0,Thursday
6029,CENTRAL AV,08/30/2019,4681.0,Friday
6030,CENTRAL AV,08/31/2019,4618.0,Saturday
6031,CENTRAL AV,09/01/2019,3607.0,Sunday
6032,CENTRAL AV,09/02/2019,3089.0,Monday
6033,CENTRAL AV,09/03/2019,2509.0,Tuesday
6034,CENTRAL AV,09/04/2019,4309.0,Wednesday
6035,CENTRAL AV,09/05/2019,4797.0,Thursday
6036,CENTRAL AV,09/06/2019,5068.0,Friday
6037,CENTRAL AV,09/07/2019,5189.0,Saturday
6038,CENTRAL AV,09/08/2019,4396.0,Sunday
6039,CENTRAL AV,09/09/2019,3227.0,Monday
6040,CENTRAL AV,09/10/2019,5004.0,Tuesday
6041,CENTRAL AV,09/11/2019,5177.0,Wednesday
6042,CENTRAL AV,09/12/2019,5195.0,Thursday
6043,CENTRAL AV,09/13/2019,5317.0,Friday
6044,CENTRAL AV,09/14/2019,5473.0,Saturday
6045,CENTRAL AV,09/15/2019,5238.0,Sunday
6046,CENTRAL AV,09/16/2019,4175.0,Monday
6047,CENTRAL AV,09/17/2019,5053.0,Tuesday
6048,CENTRAL AV,09/18/2019,5282.0,Wednesday
6049,CENTRAL AV,09/19/2019,5306.0,Thursday
6050,CENTRAL AV,09/20/2019,5169.0,Friday
6051,CENTRAL PK N110,08/18/2019,0.0,Sunday
6052,CENTRAL PK N110,08/19/2019,0.0,Monday
6053,CENTRAL PK N110,08/20/2019,6646.0,Tuesday
6054,CENTRAL PK N110,08/21/2019,7150.0,Wednesday
6055,CENTRAL PK N110,08/22/2019,6976.0,Thursday
6056,CENTRAL PK N110,08/23/2019,6961.0,Friday
6057,CENTRAL PK N110,08/24/2019,7124.0,Saturday
6058,CENTRAL PK N110,08/25/2019,0.0,Sunday
6059,CENTRAL PK N110,08/26/2019,0.0,Monday
6060,CENTRAL PK N110,08/27/2019,6662.0,Tuesday
6061,CENTRAL PK N110,08/28/2019,7529.0,Wednesday
6062,CENTRAL PK N110,08/29/2019,7499.0,Thursday
6063,CENTRAL PK N110,08/30/2019,7771.0,Friday
6064,CENTRAL PK N110,08/31/2019,7822.0,Saturday
6065,CENTRAL PK N110,09/01/2019,4556.0,Sunday
6066,CENTRAL PK N110,09/02/2019,4134.0,Monday
6067,CENTRAL PK N110,09/03/2019,3711.0,Tuesday
6068,CENTRAL PK N110,09/04/2019,7477.0,Wednesday
6069,CENTRAL PK N110,09/05/2019,7669.0,Thursday
6070,CENTRAL PK N110,09/06/2019,8330.0,Friday
6071,CENTRAL PK N110,09/07/2019,8263.0,Saturday
6072,CENTRAL PK N110,09/08/2019,5608.0,Sunday
6073,CENTRAL PK N110,09/09/2019,4980.0,Monday
6074,CENTRAL PK N110,09/10/2019,8334.0,Tuesday
6075,CENTRAL PK N110,09/11/2019,9079.0,Wednesday
6076,CENTRAL PK N110,09/12/2019,9204.0,Thursday
6077,CENTRAL PK N110,09/13/2019,8937.0,Friday
6078,CENTRAL PK N110,09/14/2019,9223.0,Saturday
6079,CENTRAL PK N110,09/15/2019,5567.0,Sunday
6080,CENTRAL PK N110,09/16/2019,5437.0,Monday
6081,CENTRAL PK N110,09/17/2019,8571.0,Tuesday
6082,CENTRAL PK N110,09/18/2019,9173.0,Wednesday
6083,CENTRAL PK N110,09/19/2019,9180.0,Thursday
6084,CENTRAL PK N110,09/20/2019,9243.0,Friday
6085,CHAMBERS ST,08/18/2019,14730.0,Sunday
6086,CHAMBERS ST,08/19/2019,10536.0,Monday
6087,CHAMBERS ST,08/20/2019,49415.0,Tuesday
6088,CHAMBERS ST,08/21/2019,53377.0,Wednesday
6089,CHAMBERS ST,08/22/2019,51307.0,Thursday
6090,CHAMBERS ST,08/23/2019,51259.0,Friday
6091,CHAMBERS ST,08/24/2019,45414.0,Saturday
6092,CHAMBERS ST,08/25/2019,14520.0,Sunday
6093,CHAMBERS ST,08/26/2019,10719.0,Monday
6094,CHAMBERS ST,08/27/2019,49010.0,Tuesday
6095,CHAMBERS ST,08/28/2019,62049.0,Wednesday
6096,CHAMBERS ST,08/29/2019,60061.0,Thursday
6097,CHAMBERS ST,08/30/2019,60063.0,Friday
6098,CHAMBERS ST,08/31/2019,48977.0,Saturday
6099,CHAMBERS ST,09/01/2019,18209.0,Sunday
6100,CHAMBERS ST,09/02/2019,15460.0,Monday
6101,CHAMBERS ST,09/03/2019,11757.0,Tuesday
6102,CHAMBERS ST,09/04/2019,63412.0,Wednesday
6103,CHAMBERS ST,09/05/2019,64488.0,Thursday
6104,CHAMBERS ST,09/06/2019,69082.0,Friday
6105,CHAMBERS ST,09/07/2019,61300.0,Saturday
6106,CHAMBERS ST,09/08/2019,24176.0,Sunday
6107,CHAMBERS ST,09/09/2019,18085.0,Monday
6108,CHAMBERS ST,09/10/2019,68396.0,Tuesday
6109,CHAMBERS ST,09/11/2019,72702.0,Wednesday
6110,CHAMBERS ST,09/12/2019,72712.0,Thursday
6111,CHAMBERS ST,09/13/2019,70954.0,Friday
6112,CHAMBERS ST,09/14/2019,63517.0,Saturday
6113,CHAMBERS ST,09/15/2019,23010.0,Sunday
6114,CHAMBERS ST,09/16/2019,17393.0,Monday
6115,CHAMBERS ST,09/17/2019,68215.0,Tuesday
6116,CHAMBERS ST,09/18/2019,72444.0,Wednesday
6117,CHAMBERS ST,09/19/2019,70301.0,Thursday
6118,CHAMBERS ST,09/20/2019,71522.0,Friday
6119,CHAUNCEY ST,08/18/2019,2628.0,Sunday
6120,CHAUNCEY ST,08/19/2019,2004.0,Monday
6121,CHAUNCEY ST,08/20/2019,3000.0,Tuesday
6122,CHAUNCEY ST,08/21/2019,3194.0,Wednesday
6123,CHAUNCEY ST,08/22/2019,3096.0,Thursday
6124,CHAUNCEY ST,08/23/2019,3084.0,Friday
6125,CHAUNCEY ST,08/24/2019,3297.0,Saturday
6126,CHAUNCEY ST,08/25/2019,2412.0,Sunday
6127,CHAUNCEY ST,08/26/2019,1918.0,Monday
6128,CHAUNCEY ST,08/27/2019,2973.0,Tuesday
6129,CHAUNCEY ST,08/28/2019,3256.0,Wednesday
6130,CHAUNCEY ST,08/29/2019,3150.0,Thursday
6131,CHAUNCEY ST,08/30/2019,3174.0,Friday
6132,CHAUNCEY ST,08/31/2019,3227.0,Saturday
6133,CHAUNCEY ST,09/01/2019,2449.0,Sunday
6134,CHAUNCEY ST,09/02/2019,2082.0,Monday
6135,CHAUNCEY ST,09/03/2019,1897.0,Tuesday
6136,CHAUNCEY ST,09/04/2019,3170.0,Wednesday
6137,CHAUNCEY ST,09/05/2019,3281.0,Thursday
6138,CHAUNCEY ST,09/06/2019,3492.0,Friday
6139,CHAUNCEY ST,09/07/2019,3579.0,Saturday
6140,CHAUNCEY ST,09/08/2019,2555.0,Sunday
6141,CHAUNCEY ST,09/09/2019,1984.0,Monday
6142,CHAUNCEY ST,09/10/2019,3481.0,Tuesday
6143,CHAUNCEY ST,09/11/2019,3654.0,Wednesday
6144,CHAUNCEY ST,09/12/2019,3639.0,Thursday
6145,CHAUNCEY ST,09/13/2019,3713.0,Friday
6146,CHAUNCEY ST,09/14/2019,3709.0,Saturday
6147,CHAUNCEY ST,09/15/2019,3606.0,Sunday
6148,CHAUNCEY ST,09/16/2019,2974.0,Monday
6149,CHAUNCEY ST,09/17/2019,3539.0,Tuesday
6150,CHAUNCEY ST,09/18/2019,3030.0,Wednesday
6151,CHAUNCEY ST,09/19/2019,3632.0,Thursday
6152,CHAUNCEY ST,09/20/2019,3520.0,Friday
6153,CHRISTOPHER ST,08/18/2019,3042.0,Sunday
6154,CHRISTOPHER ST,08/19/2019,2024.0,Monday
6155,CHRISTOPHER ST,08/20/2019,12645.0,Tuesday
6156,CHRISTOPHER ST,08/21/2019,14828.0,Wednesday
6157,CHRISTOPHER ST,08/22/2019,14265.0,Thursday
6158,CHRISTOPHER ST,08/23/2019,14655.0,Friday
6159,CHRISTOPHER ST,08/24/2019,14341.0,Saturday
6160,CHRISTOPHER ST,08/25/2019,3694.0,Sunday
6161,CHRISTOPHER ST,08/26/2019,2623.0,Monday
6162,CHRISTOPHER ST,08/27/2019,12867.0,Tuesday
6163,CHRISTOPHER ST,08/28/2019,14080.0,Wednesday
6164,CHRISTOPHER ST,08/29/2019,14226.0,Thursday
6165,CHRISTOPHER ST,08/30/2019,14422.0,Friday
6166,CHRISTOPHER ST,08/31/2019,13608.0,Saturday
6167,CHRISTOPHER ST,09/01/2019,10451.0,Sunday
6168,CHRISTOPHER ST,09/02/2019,9381.0,Monday
6169,CHRISTOPHER ST,09/03/2019,6601.0,Tuesday
6170,CHRISTOPHER ST,09/04/2019,13965.0,Wednesday
6171,CHRISTOPHER ST,09/05/2019,15175.0,Thursday
6172,CHRISTOPHER ST,09/06/2019,16413.0,Friday
6173,CHRISTOPHER ST,09/07/2019,16374.0,Saturday
6174,CHRISTOPHER ST,09/08/2019,13728.0,Sunday
6175,CHRISTOPHER ST,09/09/2019,10733.0,Monday
